run_log,run_family,config_path_logged,config_path_repo,config_exists,graphml_path,graph_num_nodes_cfg,num_deliveries_cfg,use_pretrained_model_cfg,pretrained_model_path_cfg,resume_training_cfg,flood_time_weight_cfg,landslide_time_weight_cfg,hazard_lambda_cfg,active_rain_keys_cfg,graph_nodes_log,graph_edges_log,tmax_log,device_log,run_count,first_eval_episode,last_eval_episode,best_eval_eps0_episode,best_eval_eps0_success,best_eval_eps0_reward,best_eval_eps005_episode,best_eval_eps005_success,best_eval_eps005_reward,final_eval_eps0_success,final_eval_eps005_success,final_eval_eps0_reward,final_eval_eps005_reward,best_ckpt_episode_logged,best_ckpt_success_logged,best_ckpt_reward_logged
results/runs/hazard_training_new/last_run_stage_100_balanced_RI4_det.txt,hazard_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\hazard_training_new\stage_100_balanced_RI4_det.json,configs/hazard_training_new/stage_100_balanced_RI4_det.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training_new/stage_100_balanced_warm/best_model.pt,false,0.5,0.5,10.0,RI4,100,102,1991.16,cuda,1,200,9000,2000,12.50,-115.45,9000,14.50,-106.02,11.00,14.50,-118.58,-106.02,2000,12.50,-115.45
results/runs/hazard_training_new/last_run_stage_100_balanced_RI5_det.txt,hazard_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\hazard_training_new\stage_100_balanced_RI5_det.json,configs/hazard_training_new/stage_100_balanced_RI5_det.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training_new/stage_100_balanced_warm/best_model.pt,false,0.5,0.5,10.0,RI5,100,102,1991.16,cuda,1,200,10000,4600,0.50,-158.01,6600,0.50,-158.01,0.00,0.00,-160.00,-160.00,4600,0.50,-158.01
results/runs/profile_training/last_run_stage_200_RI1_balanced.txt,profile_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training\stage_200_RI1_balanced.json,configs/profile_training/stage_200_RI1_balanced.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/hazard_training/stage_200_RI1/best_model.pt,true,0.5,0.5,10.0,RI1,200,209,4171.94,cuda,2,300,12000,11400,87.50,104.61,2400,96.00,137.47,87.50,91.00,99.75,121.55,11400,87.50,104.61
results/runs/profile_training/last_run_stage_200_RI_balanced.txt,profile_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training\stage_200_RI_balanced.json,configs/profile_training/stage_200_RI_balanced.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200/best_model.pt,true,0.5,0.5,10.0,RI1,200,209,4171.94,cuda,2,300,12000,12000,83.00,84.50,12000,93.00,117.09,83.00,93.00,84.50,117.09,12000,83.00,84.50
results/runs/profile_training/last_run_stage_200_RI_balanced_further.txt,profile_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training\stage_200_RI_balanced_further.json,configs/profile_training/stage_200_RI_balanced_further.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/profile_training/stage_200_RI_balanced/best_model.pt,true,0.5,0.5,10.0,RI1,200,209,4171.94,cuda,2,300,19800,9600,85.00,88.10,18000,93.50,120.26,82.00,87.50,79.62,73.28,9600,85.00,88.10
results/runs/profile_training/last_run_stage_200_RI_balanced_latest.txt,profile_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training\stage_200_RI_balanced_latest.json,configs/profile_training/stage_200_RI_balanced_latest.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200/best_model.pt,false,0.5,0.5,10.0,RI1,200,209,4171.94,cuda,1,300,12000,11100,82.50,61.38,11700,93.00,110.17,72.50,83.50,28.34,44.78,11100,82.50,61.38
results/runs/profile_training/last_run_stage_200_RI_balanced_latest_further.txt,profile_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training\stage_200_RI_balanced_latest_further.json,configs/profile_training/stage_200_RI_balanced_latest_further.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/profile_training/stage_200_RI_balanced_latest/best_model.pt,true,0.5,0.5,10.0,RI1,200,209,4171.94,cuda,2,300,34800,23700,90.50,104.20,34500,95.00,116.78,79.00,92.50,45.62,114.02,23700,90.50,104.20
results/runs/profile_training/last_run_stage_200_RI_fast.txt,profile_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training\stage_200_RI_fast.json,configs/profile_training/stage_200_RI_fast.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/profile_training/stage_200_RI_balanced/best_model.pt,false,0.5,0.5,5.0,RI1,200,209,4171.94,cuda,1,200,5000,2200,88.50,143.59,2600,94.50,166.51,69.50,88.00,40.35,123.76,2200,88.50,143.59
results/runs/profile_training/last_run_stage_200_RI_fast_further.txt,profile_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training\stage_200_RI_fast_further.json,configs/profile_training/stage_200_RI_fast_further.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/profile_training/stage_200_RI_fast/best_model.pt,true,0.5,0.5,5.0,RI1,200,209,4171.94,cuda,2,200,20000,16000,91.00,147.78,18200,97.00,174.34,82.00,93.00,113.68,153.96,16000,91.00,147.78
results/runs/profile_training_new/last_run_stage_200_balanced_warm.txt,profile_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\stage_200_balanced_warm.json,configs/profile_training_new/stage_200_balanced_warm.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,false,0.0,0.0,10.0,RI1,200,209,4171.94,cuda,1,300,15000,12000,99.50,167.44,10500,100.00,167.02,97.00,98.00,143.14,152.97,12000,99.50,167.44
results/runs/profile_training_new/last_run_stage_200_balanced_warm_alt_lr.txt,profile_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\stage_200_balanced_warm_alt_lr.json,configs/profile_training_new/stage_200_balanced_warm_alt_lr.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,true,0.0,0.0,10.0,RI1,200,209,4171.94,cuda,2,300,15000,14400,99.00,164.37,7800,100.00,164.38,97.50,99.00,157.54,161.10,14400,99.00,164.37
results/runs/profile_training_new/last_run_stage_200_fast_warm.txt,profile_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\stage_200_fast_warm.json,configs/profile_training_new/stage_200_fast_warm.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,false,0.0,0.0,5.0,RI1,200,209,4171.94,cuda,1,300,15000,7800,100.00,197.23,14400,100.00,196.60,97.00,99.50,184.86,190.44,7800,100.00,197.23
results/runs/profile_training_new/last_run_stage_200_fast_warm_alt_lr.txt,profile_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\stage_200_fast_warm_alt_lr.json,configs/profile_training_new/stage_200_fast_warm_alt_lr.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,true,0.0,0.0,5.0,RI1,200,209,4171.94,cuda,2,300,15000,4200,99.50,192.92,9600,100.00,194.61,98.00,99.50,186.75,191.49,4200,99.50,192.92
results/runs/profile_training_new/last_run_stage_200_safe_warm.txt,profile_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\stage_200_safe_warm.json,configs/profile_training_new/stage_200_safe_warm.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,false,0.0,0.0,20.0,RI1,200,209,4171.94,cuda,1,300,15000,15000,97.50,98.75,10500,100.00,90.67,97.50,98.50,98.75,84.21,15000,97.50,98.75
results/runs/profile_training_new/last_run_stage_200_safe_warm_alt_lr.txt,profile_training_new,C:\Users\ASUS\Documents\- COLLEGE -\4th Year\2nd Sem\2nd Sem - Thesis\RL_framework\configs\profile_training_new\stage_200_safe_warm_alt_lr.json,configs/profile_training_new/stage_200_safe_warm_alt_lr.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,false,0.0,0.0,20.0,RI1,200,209,4171.94,cpu,1,300,15000,10500,95.50,68.94,12900,99.50,94.07,89.50,99.00,55.09,92.40,10500,95.50,68.94
results/runs/profile_training_new/with_HF/last_run_stage_200_balanced_warm_HF.txt,profile_training_new/with_HF,C:\Users\ASUS\Documents\- COLLEGE -\4th Year\2nd Sem\2nd Sem - Thesis\RL_framework\configs\profile_training_new\with_HF\stage_200_balanced_warm_HF.json,configs/profile_training_new/with_HF/stage_200_balanced_warm_HF.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,false,0.5,0.5,10.0,RI1,200,209,4171.94,cpu,1,300,15000,9900,99.50,163.99,12300,100.00,165.83,98.50,99.50,162.90,157.14,9900,99.50,163.99
results/runs/profile_training_new/with_HF/last_run_stage_200_fast_warm_HF.txt,profile_training_new/with_HF,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\with_HF\stage_200_fast_warm_HF.json,configs/profile_training_new/with_HF/stage_200_fast_warm_HF.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,true,0.5,0.5,5.0,RI1,200,209,4171.94,cuda,2,300,15000,5100,100.00,195.32,11400,100.00,191.85,98.50,100.00,186.59,190.67,5100,100.00,195.32
results/runs/profile_training_new/with_HF/last_run_stage_200_safe_warm_HF.txt,profile_training_new/with_HF,C:\Users\ASUS\Documents\- COLLEGE -\4th Year\2nd Sem\2nd Sem - Thesis\RL_framework\configs\profile_training_new\with_HF\stage_200_safe_warm_HF.json,configs/profile_training_new/with_HF/stage_200_safe_warm_HF.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200_further/best_model.pt,false,0.5,0.5,20.0,RI1,200,209,4171.94,cpu,1,300,15000,12900,96.50,94.73,12300,99.50,96.31,94.00,97.50,67.47,81.55,12900,96.50,94.73
results/runs/staged_training/last_run_stage_100.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_100.json,configs/staged_training/stage_100.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training/stage_control/best_model.pt,false,0.0,0.0,0.0,RI1,100,102,1991.16,cuda,1,200,12000,3000,98.50,234.85,11600,100.00,240.37,94.50,99.00,220.11,236.37,3000,98.50,234.85
results/runs/staged_training/last_run_stage_100_no_optim.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_100_no_optim.json,configs/staged_training/stage_100_no_optim.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training/stage_control/best_model.pt,false,0.0,0.0,0.0,RI1,100,102,1991.16,cuda,1,200,12000,5600,99.50,238.55,11600,100.00,240.33,94.50,98.50,219.45,234.79,5600,99.50,238.55
results/runs/staged_training/last_run_stage_150.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_150.json,configs/staged_training/stage_150.json,true,data/staged_subgraphs/selected_subgraph_n150.graphml,150,2,true,checkpoints/staged_training/stage_100_no_optim/best_model.pt,false,0.0,0.0,0.0,RI1,150,156,2986.73,cuda,1,200,16000,12200,89.50,197.93,13200,96.00,224.71,75.00,85.00,148.91,185.55,12200,89.50,197.93
results/runs/staged_training/last_run_stage_150_further.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_150_further.json,configs/staged_training/stage_150_further.json,true,data/staged_subgraphs/selected_subgraph_n150.graphml,150,2,true,checkpoints/staged_training/stage_150/best_model.pt,false,0.0,0.0,0.0,RI1,150,156,2986.73,cuda,1,300,19800,17400,99.50,237.56,7500,100.00,239.82,95.50,98.00,223.54,232.24,17400,99.50,237.56
results/runs/staged_training/last_run_stage_200.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_200.json,configs/staged_training/stage_200.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_150_further/best_model.pt,true,0.0,0.0,0.0,RI1,200,209,4171.94,cuda,2,300,21900,17400,99.00,235.53,15300,100.00,238.99,98.50,100.00,233.42,238.92,17400,99.00,235.53
results/runs/staged_training/last_run_stage_200_further.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_200_further.json,configs/staged_training/stage_200_further.json,true,data/staged_subgraphs/selected_subgraph_n200.graphml,200,2,true,checkpoints/staged_training/stage_200/best_model.pt,false,0.0,0.0,0.0,RI1,200,209,4171.94,cuda,1,300,19800,16800,100.00,239.43,16800,100.00,239.26,99.50,100.00,237.62,239.07,16800,100.00,239.43
results/runs/staged_training/last_run_stage_control.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_control.json,configs/staged_training/stage_control.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,false,,true,0.0,0.0,0.0,RI1,100,102,1706.70,cuda,2,200,30000,30000,87.00,191.66,22400,96.00,223.24,87.00,87.00,191.66,190.82,30000,87.00,191.66
results/runs/staged_training/last_run_stage_control_further.txt,staged_training,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training\stage_control_further.json,configs/staged_training/stage_control_further.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,false,,true,0.0,0.0,0.0,RI1,100,102,1706.70,cuda,2,200,35000,31800,93.00,215.80,32600,98.00,233.27,87.00,89.00,189.59,201.57,31800,93.00,215.80
results/runs/staged_training_new/last_run_stage_100_balanced_hard.txt,staged_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\stage_training_new\hard_training\stage_100_balanced_hard.json,configs/stage_training_new/hard_training/stage_100_balanced_hard.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,false,,false,0.5,0.5,10.0,RI1,100,102,1991.16,cuda,1,300,30000,21900,98.50,185.43,17400,100.00,184.56,97.50,99.50,174.11,183.05,21900,98.50,185.43
results/runs/staged_training_new/last_run_stage_100_balanced_warm.txt,staged_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\staged_training_new\stage_100_balanced_warm.json,configs/staged_training_new/stage_100_balanced_warm.json,false,,,2,True,checkpoints/staged_training/stage_100_no_optim/best_model.pt,False,,,,,100,102,1991.16,cuda,1,200,15000,9800,100.00,195.39,13400,100.00,189.98,99.00,99.50,188.98,186.24,9800,100.00,195.39
results/runs/staged_training_new/last_run_stage_100_fast_hard.txt,staged_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\stage_training_new\hard_training\stage_100_fast_hard.json,configs/stage_training_new/hard_training/stage_100_fast_hard.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,false,,false,0.5,0.5,5.0,RI1,100,102,1991.16,cuda,1,300,30000,29400,98.50,201.14,29400,100.00,208.18,96.00,99.00,189.11,200.63,29400,98.50,201.14
results/runs/staged_training_new/last_run_stage_100_fast_warm.txt,staged_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\stage_100_fast_warm.json,configs/profile_training_new/stage_100_fast_warm.json,false,,,2,True,checkpoints/staged_training/stage_100_no_optim/best_model.pt,False,,,,,100,102,1991.16,cuda,1,200,15000,14600,100.00,210.34,8400,100.00,208.45,98.50,100.00,201.59,207.07,14600,100.00,210.34
results/runs/staged_training_new/last_run_stage_100_safe_hard.txt,staged_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\stage_training_new\hard_training\stage_100_safe_hard.json,configs/stage_training_new/hard_training/stage_100_safe_hard.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,false,,false,0.5,0.5,20.0,RI1,100,102,1991.16,cuda,1,300,30000,27300,97.50,137.83,28200,100.00,145.84,94.50,98.00,116.10,127.15,27300,97.50,137.83
results/runs/staged_training_new/last_run_stage_100_safe_warm.txt,staged_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\profile_training_new\stage_100_safe_warm.json,configs/profile_training_new/stage_100_safe_warm.json,false,,,2,True,checkpoints/staged_training/stage_100_no_optim/best_model.pt,False,,,,,100,102,1991.16,cuda,1,200,15000,5800,99.50,146.00,5200,100.00,148.26,98.50,99.50,144.22,141.98,5800,99.50,146.00
results/runs/warm_training_new/last_run_stage_100_balanced_warm_alt_no_HF.txt,warm_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\stage_training_new\warm_training_new\stage_100_balanced_warm_alt_no_HF.json,configs/stage_training_new/warm_training_new/stage_100_balanced_warm_alt_no_HF.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training/stage_100_no_optim/best_model.pt,false,0.0,0.0,10.0,RI1,100,102,1991.16,cuda,1,200,22000,18600,100.00,196.58,20200,100.00,192.79,99.50,99.50,189.66,187.27,18600,100.00,196.58
results/runs/warm_training_new/last_run_stage_100_balanced_warm_no_HF.txt,warm_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\stage_training_new\warm_training_new\stage_100_balanced_warm_no_HF.json,configs/stage_training_new/warm_training_new/stage_100_balanced_warm_no_HF.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training/stage_100_no_optim/best_model.pt,false,0.0,0.0,10.0,RI1,100,102,1991.16,cuda,1,200,15000,8600,100.00,194.81,11200,100.00,191.33,97.50,100.00,181.84,187.76,8600,100.00,194.81
results/runs/warm_training_new/last_run_stage_100_fast_warm_no_HF.txt,warm_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\stage_training_new\warm_training_new\stage_100_fast_warm_no_HF.json,configs/stage_training_new/warm_training_new/stage_100_fast_warm_no_HF.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training/stage_100_no_optim/best_model.pt,false,0.0,0.0,5.0,RI1,100,102,1991.16,cuda,1,200,15000,10200,100.00,212.81,11400,100.00,211.60,97.50,99.50,198.23,206.99,10200,100.00,212.81
results/runs/warm_training_new/last_run_stage_100_safe_warm_no_HF.txt,warm_training_new,C:\Users\japaullu.tsis\Desktop\projects\RL_framework\configs\stage_training_new\warm_training_new\stage_100_safe_warm_no_HF.json,configs/stage_training_new/warm_training_new/stage_100_safe_warm_no_HF.json,true,data/staged_subgraphs/selected_subgraph_n100.graphml,100,2,true,checkpoints/staged_training/stage_100_no_optim/best_model.pt,false,0.0,0.0,20.0,RI1,100,102,1991.16,cuda,1,200,15000,9000,99.50,152.34,3800,100.00,146.03,98.00,99.00,136.83,141.48,9000,99.50,152.34
